"2019-10-17" 56 56.459999 55.509998 55.59 5837200 55.226784
"2019-10-18" 55.66 55.689999 53.380001 54.540001 8530400 54.183643
"2019-10-21" 55.25 55.82 54.73 55.509998 5925300 55.147305
"2019-10-22" 55.669998 55.720001 54.490002 54.52 4353500 54.163773
"2019-10-23" 54.560001 55.330002 54.349998 54.799999 3341000 54.441944
"2019-10-24" 55.18 55.740002 54.619999 55.439999 5649100 55.077763
"2019-10-25" 56.209999 56.279999 55.02 55.259998 6319800 54.898937
"2019-10-28" 55.990002 56.18 54.209999 54.560001 7507600 54.203514
"2019-10-29" 54.470001 54.630001 53.619999 54 5672700 53.647171
"2019-10-30" 55.25 55.950001 54.41 55.869999 8533300 55.504951
"2019-10-31" 55.93 56.07 54.740002 56.029999 6621100 55.663906
"2019-11-01" 56.209999 57.43 55.459999 55.82 10199800 55.45528
"2019-11-04" 55.560001 56.009998 54.169998 55.709999 10246200 55.345997
"2019-11-05" 55.799999 56.27 55.009998 55.540001 5035400 55.177109
"2019-11-06" 55.779999 56.59 55.470001 56.360001 6239400 55.991753
"2019-11-07" 56.75 56.82 54.349998 54.549999 12512300 54.193577
"2019-11-08" 53.5 54.84 52.650002 54.299999 15898300 53.94521
"2019-11-11" 53.849998 53.93 52.240002 52.52 6826300 52.176842
"2019-11-12" 52.700001 53.049999 51.689999 51.950001 12564600 51.610565
"2019-11-13" 51.599998 52.630001 51.459999 52.330002 11542500 51.988087
"2019-11-14" 52.32 52.98 52.099998 52.700001 7185700 52.355667
"2019-11-15" 53.150002 53.709999 52.700001 53.439999 5326900 53.090828
"2019-11-18" 53.43 53.450001 52.27 52.73 6442300 52.385468
"2019-11-19" 53.099998 53.380001 52.48 53.279999 5092500 52.931873
"2019-11-20" 53.240002 54.189999 53.150002 54.09 7421100 53.736584
"2019-11-21" 53.950001 54.290001 53.310001 53.689999 3960300 53.339195
"2019-11-22" 53.77 53.900002 52.59 53.040001 4583000 52.693443
"2019-11-25" 53.23 53.759998 53.02 53.73 4125800 53.378937
"2019-11-26" 53.93 54.23 53.560001 54.169998 4226700 53.816059
"2019-11-27" 54.330002 54.560001 53.900002 54.48 3635800 54.124035
"2019-11-29" 54.130001 55.18 54.009998 54.830002 2393300 54.471748
"2019-12-02" 54.93 54.98 53.360001 54.23 4635900 53.875668
"2019-12-03" 53.610001 54.610001 53.52 54.59 5346500 54.233318
"2019-12-04" 54.75 54.869999 53.759998 53.880001 4752200 53.527958
"2019-12-05" 54.09 55.040001 53.740002 54.990002 5272400 54.630703
"2019-12-06" 55.119999 55.419998 54.799999 55.209999 5051500 54.849266
"2019-12-09" 55.119999 55.400002 54.369999 54.389999 4545500 54.034622
"2019-12-10" 54.459999 55.990002 54.099998 55.939999 4686000 55.574493
"2019-12-11" 55.939999 56.98 55.939999 56.48 5575400 56.110966
"2019-12-12" 56.599998 58.810001 56.48 58.560001 9011900 58.17738
"2019-12-13" 58.5 58.740002 57.790001 58.650002 5756500 58.266792
"2019-12-16" 59.23 59.34 58.57 58.610001 4575300 58.227051
"2019-12-17" 58.700001 58.740002 58.099998 58.259998 4387600 57.879337
"2019-12-18" 58.34 59.119999 57.959999 59.02 6679400 58.634373
"2019-12-19" 58.709999 59.23 58.529999 59.130001 4382200 58.743652
"2019-12-20" 59.400002 59.709999 58.790001 59.220001 8964500 58.833065
"2019-12-23" 59.599998 59.75 58.830002 58.889999 4395800 58.505219
"2019-12-24" 58.779999 59.029999 58.52 58.810001 1562900 58.425743
"2019-12-26" 58.810001 59.27 58.709999 58.889999 2325500 58.505219
"2019-12-27" 59.209999 59.59 58.779999 59.189999 3386200 58.803261
"2019-12-30" 59.349998 59.549999 58.619999 58.880001 3028500 58.495289
